id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
37625,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Madagascar3 Boys White Printed T-Shirt,37625.jpg
56612,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017,,Streetwear True Color Claret Tint Blusher,56612.jpg
32357,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,32357.jpg
33285,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Arrow Sport Men Striped Blue Polo T-shirt,33285.jpg
40777,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012,Casual,Quiksilver Men White Flip Flops,40777.jpg
10007,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Nike Women As Trophy Swo White T-Shirts,10007.jpg
21586,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2011,Casual,Locomotive Men Washed Grey Jeans,21586.jpg
52074,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Men Yellow & Blue T-shirt,52074.jpg
14661,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Basics Men Navy Slim Fit Checked Shirt,14661.jpg
20454,Women,Accessories,Belts,Belts,Teal,Winter,2015,Casual,Baggit Women Poppins Doko Teal Blue Belt,20454.jpg
32191,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Phantom Blue Sports Shoes,32191.jpg
52848,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Casual,Adrika Women Green Earrings,52848.jpg
39579,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Multi Colour Flats,39579.jpg
25126,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual,Lino Perros Women Black Clutch,25126.jpg
57506,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual,Lee Cooper Men Brown Sandals,57506.jpg
33043,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Mother Earth Women Printed Blue Kurta,33043.jpg
43334,Women,Accessories,Bags,Handbags,Maroon,Spring,2013,Casual,Murcia Women Maroon Handbag,43334.jpg
27671,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Murcia Women Pink Handbag,27671.jpg
54383,Women,Accessories,Wallets,Wallets,Green,Summer,2015,Casual,Baggit Women Green Wallet,54383.jpg
13444,Women,Apparel,Topwear,Tops,Yellow,Summer,2011,Casual,United Colors of Benetton Women Printed Yellow Tops,13444.jpg
55251,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017,Casual,Lakme Absolute Moonlit Highlighter Face Brightener 9G,55251.jpg
31714,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,31714.jpg
8529,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011,Sports,Nike Men Nike Lunarfly+  2 Navy Blue Sports Shoes,8529.jpg
28639,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Men White T-shirt,28639.jpg
50723,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Girls Blue Printed Dress,50723.jpg
47794,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Murcia Women Brown Handbag,47794.jpg
34266,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012,Ethnic,Fabindia Women Brown Silk Dupatta,34266.jpg
18890,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Arrow Woman Tyra Purple Shirt,18890.jpg
7561,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's As Spher White T-shirt,7561.jpg
19942,Unisex,Accessories,Bags,Duffel Bag,Black,Fall,2011,Casual,Nike Unisex Casual Black Duffle Bag,19942.jpg
46646,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Rasasi Men Deserve Deo,46646.jpg
16136,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Tokyo Talkies Women Printed Blue Top,16136.jpg
27443,Women,Apparel,Topwear,Tshirts,Pink,Winter,2015,Casual,Jockey Women Pink T-Shirt,27443.jpg
13676,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Men Titan Sports Shoes,13676.jpg
43106,Men,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017,Casual,Reebok Men Reespark Deo,43106.jpg
2221,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Sports,ADIDAS Classic Blue White Backpack,2221.jpg
55063,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,,Lakme Enrich Satins Lipstick 421,55063.jpg
26591,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012,Casual,Puma Men Aqua Cat II Power Red Flip Flops,26591.jpg
6681,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women's Izanami White Blue Shoe,6681.jpg
34054,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Palm Tree Boys Washed Blue 3/4 Length Pants,34054.jpg
22131,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Provogue Men Black Formal Shoes,22131.jpg
7753,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men's Victory Black Shoe,7753.jpg
35186,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2013,Casual,Wildcraft Unisex Grey & Black Backpack,35186.jpg
46474,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Timex Men Black Dial Watch L506,46474.jpg
36703,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Yves Saint Laurent Men Body Kouros Perfume,36703.jpg
15581,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Proline Men Purple Polo T-shirt,15581.jpg
14453,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Enroute Women Casual Black Flats,14453.jpg
53394,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012,Ethnic,Alma Women Blue and Sea Green Printed Kurta,53394.jpg
20666,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Classic Polo Men Striped Grey Tshirt,20666.jpg
5004,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011,Casual,Gini and Jony Girl's Delma Blue Kidswear,5004.jpg
25314,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086),25314.jpg
11121,Women,Accessories,Headwear,Caps,Blue,Fall,2011,Casual,Puma Women Minicats Knit Blue Cap,11121.jpg
33271,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012,Casual,Gini and Jony Girls Red Skirt,33271.jpg
40783,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Quiksilver Men Black Flip Flops,40783.jpg
5838,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,ADIDAS Men's Graphic White T-shirt,5838.jpg
57734,Women,Personal Care,Lips,Lip Care,Maroon,Spring,2017,,Lotus Herbals Fruity Fusion Lip Balm,57734.jpg
31142,Men,Apparel,Topwear,Shirts,Orange,Summer,2012,Formal,John Miller Men Check Orange Shirt,31142.jpg
3797,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2014,Casual,Converse Men Black & Red Shoes,3797.jpg
29981,Women,Free Items,Free Gifts,Free Gifts,Blue,Winter,2016,Casual,Aspen Women Blue Dial Watch,29981.jpg
19728,Women,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Shirt,19728.jpg
55407,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017,Casual,Revlon ColorStay Overtime Relentless Raisin Lip Gloss 270,55407.jpg
27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Shorts,27027.jpg
13212,Women,Footwear,Shoes,Sports Shoes,Grey,Spring,2012,Sports,ASICS Women Gel Spree Running Grey Sports Shoes,13212.jpg
28853,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Proline Men Purple T-shirt,28853.jpg
43562,Men,Accessories,Socks,Socks,White,Summer,2012,Casual,Puma Men White Pack of 3 Socks,43562.jpg
50949,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2013,Casual,Lee Women Navy Blue Roxy Fit Jeans,50949.jpg
30090,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Ed Hardy Men Silver Dial Watch,30090.jpg
2645,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual,Murcia Women Big Canvas Tote Bag,2645.jpg
16760,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Spice Art Women Leatherette  Black Handbags,16760.jpg
49864,Unisex,Accessories,Watches,Watches,Purple,Winter,2016,Casual,Q&Q Kids Unisex Purple Digital Watch,49864.jpg
22555,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Reebok Men Reespeed Deo,22555.jpg
46010,Women,Apparel,Saree,Sarees,Maroon,Summer,2012,Ethnic,Fabindia Maroon Printed Saree,46010.jpg
34430,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Women Face Blue T-shirt,34430.jpg
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,2012,Casual,Arrow Men Grey Scarf,23487.jpg
50175,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black & Brown Flats,50175.jpg
58318,Men,Accessories,Socks,Socks,White,Summer,2016,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,58318.jpg
14037,Men,Apparel,Topwear,Shirts,Blue,Winter,2016,Casual,Flying Machine Men Check Blue Shirts,14037.jpg
20202,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Wrangler Men Glow Grey Sweatshirt,20202.jpg
5460,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women's Double Team Lite Black Shoe,5460.jpg
44747,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Globalite Men Black Sparta Shoes,44747.jpg
36367,Men,Accessories,Ties,Ties,Red,Summer,2012,Formal,Reid & Taylor Men Red Tie,36367.jpg
52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Mod-acc Women Purple Handbag,52622.jpg
57350,Women,Apparel,Innerwear,Bra,Black,Winter,2015,Casual,Amante Black T-Shirt Bra BGSB01,57350.jpg
10497,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Women RN HS White Tshirts,10497.jpg
25770,Men,Apparel,Topwear,Suspenders,Black,Summer,2012,Formal,Lino Perros Men Black Suspenders,25770.jpg
11545,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas,11545.jpg
56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Biara Black Everyday Support Bra,56282.jpg
37087,Women,Accessories,Bags,Mobile Pouch,Brown,Summer,2012,Casual,Lino Perros Women Brown Mobile Pouch,37087.jpg
20030,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Shirt,20030.jpg
39921,Unisex,Accessories,Bags,Duffel Bag,Brown,Spring,2011,Travel,Tortoise Unisex Brown Leather Duffel Bag,39921.jpg
52410,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015,Casual,Red Rose Women Black Nightdress,52410.jpg
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Sports,ADIDAS Women's Balance Pink T-shirt,4780.jpg
57162,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual,Elle Women Teal T-shirt,57162.jpg
58916,Men,Accessories,Ties,Ties,Black,Summer,2017,Casual,Hakashi Men Black Silk Tie,58916.jpg
33427,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Baggit Women Modishx Enzyme Blue Sling Bag,33427.jpg
41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts,41007.jpg
25542,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Wrangler Women Striper Tank Yellow Top,25542.jpg
11777,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Lee Men Printed Red Tshirts,11777.jpg
7939,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Graphic Optic Black Silver T-shirt,7939.jpg
55635,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Heels,55635.jpg
42682,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Alma Women Cream & Blue Kurta,42682.jpg
2477,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's LunarFly Blue Shoe,2477.jpg
27215,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Doodle Kids Boy Striped Blue Shorts,27215.jpg
7105,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green Backpack,7105.jpg
16552,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Basics Men Grey Printed Polo T-shirt,16552.jpg
8971,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Puma Men Drift Cat III CF Black Sports Shoes,8971.jpg
22767,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,BIBA Women Solid Green Kurta,22767.jpg
50347,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Red Kurta,50347.jpg
34602,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016,Casual,Hanes Men Brown Boxer Brief,34602.jpg
59665,Women,Apparel,Saree,Sarees,Yellow,Fall,2012,Ethnic,FNF Pink & Yellow Printed Evening Wear Sari,59665.jpg
14498,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Flying Machine Men Casual Black Casual Shoes,14498.jpg
10804,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2011,Casual,Wrangler Men Rider Solid White Shirts,10804.jpg
4921,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear,4921.jpg
32368,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,32368.jpg
39780,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Peter England Men Yellow Casual Shirts,39780.jpg
40748,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,Roxy Women Pink Flip Flops,40748.jpg
38652,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Women Double Team Lite Black Shoes,38652.jpg
18255,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,Aneri Women Multi Coloured Kurta,18255.jpg
27488,Women,Apparel,Innerwear,Briefs,Red,Winter,2015,Casual,Jockey Women Red Bikini Briefs,27488.jpg
9602,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Scul White & Red Shirt,9602.jpg
23814,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Neo Low Black Casual Shoes,23814.jpg
48525,Women,Apparel,Dress,Dresses,White,Summer,2012,Casual,French Connection Women White & Blue  Striped Dress,48525.jpg
3338,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men's Mumbai Indians White Polo T-shirt,3338.jpg
35971,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Flying Machine Men Tee Black T-shirt,35971.jpg
19387,Men,Footwear,Shoes,Sports Shoes,Beige,Summer,2011,Sports,ADIDAS Men Dumont Beige Sports Shoes,19387.jpg
54946,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Do u speak green Men Cream T-shirt,54946.jpg
23028,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Men Blue Striped Shirt,23028.jpg
42823,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012,Casual,Little Miss Intimates Women Grey Brief,42823.jpg
51408,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue and White Check Shirt,51408.jpg
55894,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017,Casual,Colorbar Blue Lagoon Nail Lacquer 05,55894.jpg
7798,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Proline Men White Polo T-shirt,7798.jpg
9430,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Lee Cooper Men Nnado Black Formal Shoes,9430.jpg
17813,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Lee Cooper Men  Brown Casual Shoe,17813.jpg
48717,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual,Lucera Women Silver Earrings,48717.jpg
6478,Men,Apparel,Topwear,Jackets,Grey,Summer,2011,Casual,ADIDAS Men Top Grey Jacket,6478.jpg
19989,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Women Printed White T-shirt,19989.jpg
3936,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jealous 21 Women's Black Miss T-shirt,3936.jpg
15778,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Facit Men Mid- Rise BF Grey Briefs,15778.jpg
59457,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,59457.jpg
45008,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Maxima Men Digital Multifunction Watch,45008.jpg
37428,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Red Handbag,37428.jpg
52883,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF Printed Blue Sari,52883.jpg
45834,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red Kurta,45834.jpg
33088,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Flats,33088.jpg
38460,Women,Accessories,Bags,Mobile Pouch,Green,Summer,2012,Casual,Baggit Women Green Pinto Checksy Mobile Pouch,38460.jpg
12139,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011,Ethnic,Aurelia Women Solid Purple Kurtas,12139.jpg
42649,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Alma Women Black Kurta,42649.jpg
8186,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Locomotive Men Check Lai Grey Shirts,8186.jpg
9054,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Women Duramo 3 White Sports Shoes,9054.jpg
30269,Men,Accessories,Eyewear,Sunglasses,Brown,Summer,2017,Casual,Speedo Men Sheet Sunglasses,30269.jpg
48373,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,French Connection Men White & Purple Check Shirt,48373.jpg
18403,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Skechers Men Tone-Ups Black Shoe,18403.jpg
6820,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2011,Casual,Timberland Women's Estela Umbrella Green Flip Flop,6820.jpg
12905,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011,Casual,Puma Women Casual Purple Casual Shoes,12905.jpg
9868,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Status Quo Men Navy Blue Polo Tshirts,9868.jpg
28296,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Sunglasses,28296.jpg
57995,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual,Latin Quarters Women & White Black Dress,57995.jpg
5699,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men's Striking Black Shoe,5699.jpg
40922,Boys,Apparel,Topwear,Jackets,Blue,Summer,2012,Casual,Gini and Jony Boys Rodeo Blue Jacket,40922.jpg
38838,Women,Apparel,Dress,Dresses,Pink,Fall,2012,Casual,Latin Quarters Women Pink & Black Printed Dress,38838.jpg
59033,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Heels,59033.jpg
21129,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,s.Oliver Women Printed Red Top,21129.jpg
56847,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,John Players Men Blue Jeans,56847.jpg
37870,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Hidekraft Men Black Wallet,37870.jpg
38004,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Women Blue Watch,38004.jpg
21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta,21915.jpg
25589,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011,Ethnic,Vishudh Women Green Churidar Kurta with Dupatta,25589.jpg
4579,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Zoo Blue Shoe,4579.jpg
38236,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Polaroid Unisex Sunglasses,38236.jpg
24669,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Converse Men Red Casual Shoes,24669.jpg
56249,Men,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2016,Casual,SDL by Sweet Dreams Men White Pyjama Set,56249.jpg
15912,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Black Coffee Men Stripes Blue Shirt,15912.jpg
49093,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017,Casual,Deborah 24 Ore Lip Liner 220,49093.jpg
31189,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Cabarelli Men Brown Wallet,31189.jpg
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Puma Men GP Speed Navy Blue Tshirts,18631.jpg
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Scullers Men Scul Blue Shirts,9266.jpg
50982,Women,Apparel,Loungewear and Nightwear,Robe,Maroon,Summer,2017,Casual,Enamor Women Maroon Robe,50982.jpg
28898,Women,Apparel,Innerwear,Briefs,Red,Summer,2014,Casual,Enamor Women Red Brief,28898.jpg
48141,Women,Accessories,Wallets,Wallets,Brown,Winter,2016,Casual,Fossil Women Brown Wallet,48141.jpg
29176,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012,Casual,United Colors of Benetton Boys Khaki Shorts,29176.jpg
26902,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Jealous 21 Women Printed Lavender Top,26902.jpg
35529,Girls,Footwear,Sandal,Sandals,Orange,Summer,2012,Casual,Enroute Teens Orange Sandals,35529.jpg
47109,Boys,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Marvel Boys White Shoes,47109.jpg
17679,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Buckel Pink Flats,17679.jpg
30867,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta,30867.jpg
7906,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Proline Men Black & Navy Striped Polo T-shirt,7906.jpg
19525,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Sweater,19525.jpg
8172,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Slim Casual Beige Wedges,8172.jpg
48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,French Connection Men Blue Jeans,48387.jpg
22758,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta,22758.jpg
50378,Women,Apparel,Bottomwear,Salwar and Dupatta,White,Summer,2012,Ethnic,Vishudh Women Red & White Salwar and Dupatta,50378.jpg
28262,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,18+ Men Thrill Deo,28262.jpg
57961,Women,Apparel,Saree,Sarees,Black,Fall,2012,Ethnic,Prafful Women Black & Grren Sari,57961.jpg
58115,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012,Casual,Rreverie Women Silver Pendant,58115.jpg
37884,Unisex,Accessories,Socks,Socks,Black,Summer,2016,Casual,Happy Socks Unisex Black Socks,37884.jpg
20833,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012,Formal,Clarks Men Black Formal Shoes,20833.jpg
39122,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012,Casual,Aneri Women Blue Leggings,39122.jpg
41038,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Nautica Men Brown Dial Watch,41038.jpg
58327,Women,Footwear,Flip Flops,Flip Flops,Lavender,Summer,2012,Casual,Lotto Women Lavender Flip Flops,58327.jpg
14008,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Nike Men Printed White Tshirts,14008.jpg
44778,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Lotto Men Grey Skateboard Shoes,44778.jpg
36358,Men,Accessories,Ties,Ties,Red,Summer,2012,Formal,Reid & Taylor Men Red Tie,36358.jpg
14834,Men,Accessories,Belts,Belts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Belts,14834.jpg
39310,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018,Casual,Red Chief Men Khaki Casual Shoes,39310.jpg
49067,Women,Accessories,Bags,Handbags,Olive,Summer,2012,Casual,Lino Perros Women Olive Handbag,49067.jpg
8340,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Doodle Boy's Volleyball Champion Black White Kidswear,8340.jpg
46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Skirt,46813.jpg
19717,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Check Blue Shirt,19717.jpg
55438,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Revlon Mauve Colorburst Lipstick 005,55438.jpg
27018,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Washed Blue Jeans,27018.jpg
50976,Women,Apparel,Innerwear,Bra,Pink,Summer,2017,Casual,Enamor Petal Pink Bra,50976.jpg
29182,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,United Colors of Benetton Women White Tunics,29182.jpg
31941,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Nike Women Air Rift Grey Shoes,31941.jpg
7308,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,UCB Women's Sleeveless Light Blue Top,7308.jpg
30893,Women,Apparel,Bottomwear,Patiala,White,Summer,2012,Ethnic,Fabindia Women Printed White & Blue Patiala,30893.jpg
28050,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey ELANCE Men Charcoal Pack of 2 Briefs 1009,28050.jpg
48989,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,48989.jpg
11922,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Franco Leone Men Formal Black Formal Shoes,11922.jpg
59691,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Avirate Purple Bra,59691.jpg
58743,Men,Apparel,Topwear,Tshirts,Olive,Fall,2012,Casual,Puma Men Olive T-shirt,58743.jpg
5807,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,ADIDAS Women's Tunic Blue T-shirt,5807.jpg
13649,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Black Hydroterra Shandal Casual Shoes,13649.jpg
